Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Confidence,Mental_Health_Benefit,Musical_Features
Yalgaar,Ajey Nagar (CarryMinati),48,['hindi hip hop'],Yalgaar (Original),56,0.726,0.818,6,-6.522,0,0.176,0.538,1.01E-06,0.111,0.812,92.033,195652,Excitement,0.643,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Nanchaku,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,57,0.81,0.66,2,-8.791,1,0.316,0.141,0,0.173,0.443,140.081,193116,Neutral,0.664,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Ghana Kasoota (feat. Surbhi Jyoti),Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Ghana Kasoota (feat. Surbhi Jyoti),59,0.877,0.781,5,-4.459,0,0.0548,0.0315,0.000397,0.239,0.373,102.994,168640,Excitement,0.8,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Saiyaan Ji,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Saiyaan Ji,56,0.896,0.678,0,-2.546,0,0.0815,0.0137,4.10E-05,0.11,0.604,130.024,205450,Excitement,0.936,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
100 Million,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",100 Million,58,0.598,0.837,10,-4.83,0,0.299,0.185,1.83E-06,0.191,0.893,85.075,192479,Anger,0.6,"Anger Management, Tension Release, Calm Focus, Emotional Regulation","Dynamic Rhythm, Complex Harmony, High Intensity, Strong Beats"
Issey Kehte Hain Hip Hop,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Issey Kehte Hain Hip Hop,56,0.911,0.608,4,-5.438,0,0.249,0.283,1.34E-06,0.113,0.652,100.013,194168,Excitement,0.263,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Chhori,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,57,0.916,0.703,1,-7.739,0,0.109,0.528,0.000108,0.0781,0.88,93.01,148051,Excitement,0.645,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Paris Ka Trip,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Paris Ka Trip,57,0.814,0.723,7,-5.638,1,0.235,0.178,0,0.0445,0.768,74.981,196430,Excitement,0.627,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
4AM in Karachi,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Worth The Wait,58,0.695,0.293,10,-8.438,1,0.698,0.597,0,0.117,0.13,121.511,208695,Neutral,0.7,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raat Ki Rani,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",SHAKTI,58,0.723,0.521,0,-9.255,1,0.187,0.237,0,0.525,0.645,149.991,211200,Joy,0.276,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Antariksh,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Antariksh,60,0.519,0.551,2,-11.193,0,0.177,0.287,0,0.117,0.237,177.976,165750,Neutral,0.778,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Iktara - Lofi Flip,Kavita Seth,64,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']",Iktara (Lofi Flip),58,0.382,0.52,7,-12.319,1,0.0366,0.225,0.0506,0.427,0.179,159.894,173973,Neutral,0.872,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Manali Trance,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",The Neha Kakkar Collection,56,0.613,0.84,6,-4.112,1,0.076,0.00807,1.58E-05,0.212,0.899,156.051,203206,Joy,0.625,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Rounds N Ring,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,59,0.881,0.746,2,-5.837,1,0.257,0.19,0,0.0677,0.76,91.027,175093,Excitement,0.459,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
High On Me,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,59,0.757,0.939,0,-3.508,1,0.0639,0.301,5.15E-05,0.057,0.764,114.985,175178,Joy,0.892,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
"Birthday Bash (From ""Dilliwaali Zaalim Girlfriend"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Super Hits Of Yo Yo Honey Singh,55,0.8,0.93,2,-6.396,1,0.0636,0.015,3.21E-05,0.244,0.74,130.026,251539,Excitement,0.974,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
KTMBK,Zaeden,55,"['desi pop', 'hindi indie', 'indian edm']",Genesis 1:1,58,0.898,0.435,6,-8.834,1,0.0489,0.555,0,0.139,0.836,115.034,154434,Joy,1,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Mirchi,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Mirchi,51,0.871,0.608,6,-5.486,1,0.4,0.142,0,0.0876,0.818,129.784,192923,Joy,0.261,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Chaar Botal Vodka,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Ragini Mms 2,53,0.877,0.881,4,-3.713,0,0.0713,0.421,0.000345,0.12,0.874,123.024,225837,Excitement,0.938,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Woh Raat,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Woh Raat,51,0.728,0.901,2,-4.923,1,0.221,0.0807,1.25E-05,0.319,0.57,141.992,192676,Excitement,0.974,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Namastute,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",न,53,0.782,0.84,10,-6.448,0,0.25,0.108,8.84E-06,0.158,0.752,159.945,120187,Excitement,0.713,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Saza-E-Maut,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",Still Here,52,0.84,0.837,5,-6.18,0,0.272,0.229,0,0.105,0.881,141.999,180000,Excitement,0.81,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
4.1,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",4.1,52,0.727,0.66,1,-6.468,1,0.349,0.555,0,0.111,0.213,85.845,169512,Neutral,0.766,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
TT,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",TT,54,0.928,0.428,8,-11.177,0,0.204,0.577,0,0.116,0.723,129.977,237014,Neutral,0.828,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
WARCRY,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,53,0.473,0.837,3,-2.785,0,0.288,0.478,0,0.42,0.401,194.998,300923,Anger,0.752,"Anger Management, Tension Release, Calm Focus, Emotional Regulation","Dynamic Rhythm, Complex Harmony, High Intensity, Strong Beats"
Kyun,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Kyun,54,0.64,0.485,1,-8.567,1,0.115,0.441,3.37E-06,0.11,0.104,168.036,205714,Neutral,0.878,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
KODAK,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,54,0.613,0.647,10,-7.24,0,0.69,0.144,0,0.0739,0.52,70.644,363203,Neutral,0.556,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Aaftaab,The Local Train,64,"['hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Vaaqif,54,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64E-05,0.105,0.418,106.887,233471,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Akatsuki,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,52,0.668,0.751,1,-8.251,1,0.258,0.267,3.64E-05,0.192,0.601,156.025,155769,Joy,0.291,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Company,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Company,51,0.778,0.808,7,-3.747,1,0.28,0.103,0,0.0436,0.602,99.971,222000,Excitement,0.386,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Raat Jashan Di,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Zorawar,52,0.409,0.915,9,-3.118,1,0.256,0.242,0,0.289,0.482,93,295055,Anger,0.321,"Anger Management, Tension Release, Calm Focus, Emotional Regulation","Dynamic Rhythm, Complex Harmony, High Intensity, Strong Beats"
Dekho Dekho Gabbar Singh,Baba Sehgal,54,"['desi hip hop', 'hindi hip hop']",Gabbar Singh,54,0.903,0.87,9,-2.617,0,0.119,0.0828,0,0.219,0.859,100.005,260000,Excitement,1,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Tum Jab Paas,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Tum Jab Paas - Single,53,0.751,0.344,6,-7.712,1,0.0379,0.528,1.62E-06,0.113,0.471,122.1,235932,Neutral,0.83,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Kaun Talha,Talha Anjum,71,"['desi hip hop', 'hindi hip hop', 'pakistani hip hop', 'urdu hip hop']",Kaun Talha,58,0.683,0.558,8,-7.947,1,0.313,0.0561,1.66E-05,0.128,0.362,112.617,269409,Neutral,0.728,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Vardaan,Ajey Nagar (CarryMinati),48,['hindi hip hop'],Vardaan,54,0.675,0.735,9,-10.894,0,0.381,0.136,0,0.152,0.139,95,202105,Anger,0.618,"Anger Management, Tension Release, Calm Focus, Emotional Regulation","Dynamic Rhythm, Complex Harmony, High Intensity, Strong Beats"
Hisaab,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Street Dreams,54,0.718,0.803,4,-4.592,0,0.185,0.374,0,0.266,0.761,89.961,206937,Excitement,0.851,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
11K,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",Lunch Break,52,0.897,0.624,6,-8.205,1,0.236,0.158,7.34E-06,0.117,0.82,135.012,174222,Excitement,0.617,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Chal Bombay,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Kohinoor,52,0.862,0.619,6,-6.645,0,0.318,0.0434,0,0.117,0.512,95.036,174000,Neutral,0.581,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Superman,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Zorawar,53,0.736,0.773,4,-8.171,0,0.0526,0.108,0.00151,0.103,0.601,132.064,231038,Excitement,1,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
First Kiss,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",First Kiss,54,0.848,0.761,7,-2.467,0,0.0974,0.0779,0,0.0647,0.324,93.978,219509,Excitement,0.395,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
cold/mess,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",cold/mess,55,0.509,0.477,11,-6.571,1,0.0262,0.309,0.0168,0.158,0.283,146.031,281218,Neutral,0.888,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
नalla Freestyle,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",नalla Freestyle,51,0.876,0.47,0,-11.441,1,0.332,0.183,0.000214,0.143,0.583,132.926,177316,Neutral,0.735,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Kuley Kuley (From ""Honey 3.0"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']","Kuley Kuley (From ""Honey 3.0"")",53,0.751,0.731,8,-4.093,1,0.142,0.307,1.03E-05,0.0454,0.868,79.999,189000,Excitement,0.552,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Morni,Raftaar,63,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Morni,55,0.85,0.659,9,-4.439,0,0.0483,0.313,0,0.0966,0.604,120.025,161625,Excitement,0.782,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Lapata,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,54,0.732,0.653,7,-5.875,0,0.0518,0.465,0,0.0659,0.476,107.98,191082,Neutral,0.74,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Machayenge,Emiway Bantai,60,"['desi hip hop', 'desi pop', 'desi trap', 'hindi hip hop']",Machayenge,53,0.802,0.62,7,-9.023,0,0.199,0.0172,0,0.0564,0.745,104.985,152142,Excitement,0.425,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Naksha,Seedhe Maut,66,"['desi hip hop', 'hindi hip hop']",SHAKTI,54,0.66,0.838,9,-7.726,1,0.289,0.184,0,0.679,0.631,75.152,206400,Excitement,0.291,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Makhna,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Makhna,53,0.846,0.739,11,-3.837,0,0.171,0.0385,2.24E-05,0.0929,0.259,104.98,191761,Anger,0.786,"Anger Management, Tension Release, Calm Focus, Emotional Regulation","Dynamic Rhythm, Complex Harmony, High Intensity, Strong Beats"
Prarthana,KR$NA,65,"['desi hip hop', 'desi trap', 'hindi hip hop']",FAR FROM OVER,55,0.903,0.844,11,-5.436,0,0.0974,0.133,0,0.114,0.823,121.988,199672,Excitement,1,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
GOAT SHIT,King,70,"['desi pop', 'hindi hip hop']",MONOPOLY MOVES,52,0.913,0.706,1,-4.775,1,0.0684,0.392,2.70E-05,0.11,0.167,133.971,231044,Neutral,0.657,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Sage,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Ved,53,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,230204,Neutral,0.643,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Laapata,King,70,"['desi pop', 'hindi hip hop']",Shayad Woh Sune,52,0.624,0.516,7,-8.619,1,0.0302,0.455,0.000189,0.334,0.363,86.999,234545,Neutral,0.823,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Alag Aasmaan - Acoustic,Anuv Jain,77,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Alag Aasmaan (Acoustic),52,0.636,0.103,5,-13.387,1,0.0435,0.92,1.19E-06,0.108,0.67,115.523,212000,Neutral,0.754,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Malamaal,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,52,0.715,0.722,1,-4.417,1,0.26,0.124,0,0.61,0.607,129.895,188245,Excitement,0.512,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
"Chhote Chhote Peg (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,53,0.831,0.908,7,-3.317,1,0.101,0.328,0.00371,0.077,0.734,104.962,203881,Joy,0.643,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Awaargi,Aditya A,61,"['desi pop', 'hindi indie']",Awaargi,53,0.643,0.33,5,-13.074,1,0.0318,0.854,0.404,0.151,0.796,93.093,61491,Joy,0.397,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Baaraat,Ritviz,58,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm', 'indian indie']",Baaraat,52,0.678,0.449,4,-9.379,0,0.0869,0.477,0,0.536,0.606,100.033,222096,Neutral,0.851,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Fuck Them,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,55,0.843,0.75,10,-5.209,0,0.215,0.278,0,0.493,0.895,100.026,230111,Excitement,0.837,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Desperado,Raghav,60,"['desi pop', 'hindi indie']",Desperado,55,0.781,0.7,11,-5.295,0,0.0693,0.103,0,0.307,0.585,98.023,247000,Excitement,0.885,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Kahaan Ho Tum,Prateek Kuhad,64,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Mismatched: Season 1 (Music from the Netflix Original Series),53,0.714,0.393,5,-10.157,1,0.0754,0.733,0.00192,0.123,0.72,67.589,155289,Joy,0.375,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
She Don't Give A,King,70,"['desi pop', 'hindi hip hop']",The Carnival,53,0.557,0.474,2,-9.415,0,0.345,0.517,3.08E-06,0.112,0.267,162.971,206134,Neutral,0.688,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rangisari Lofi Mix,Kanishk Seth,55,"['desi pop', 'hindi indie', 'indian indie', 'modern bollywood']",Rangisari Lofi Mix,54,0.424,0.451,10,-7.874,1,0.0291,0.707,1.53E-05,0.151,0.136,139.972,181215,Neutral,0.819,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Caliente,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,55,0.781,0.62,0,-7.044,0,0.219,0.583,3.01E-06,0.19,0.518,129.932,195107,Neutral,0.825,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Sheeshe Wali Chunni,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,53,0.861,0.829,10,-3.946,0,0.0503,0.498,0,0.0764,0.816,122.965,189031,Excitement,0.89,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Hide It,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,55,0.513,0.743,6,-7.121,1,0.341,0.372,0,0.186,0.114,195.939,184213,Neutral,0.591,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rap God,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,53,0.799,0.705,2,-6.136,1,0.144,0.178,0,0.0823,0.238,111.958,203253,Excitement,0.282,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Shamaan De Vele,Yo Yo Honey Singh,80,"['filmi', 'hindi hip hop', 'modern bollywood']",GLORY,53,0.751,0.846,3,-5.325,0,0.321,0.652,0,0.127,0.472,93.997,171157,Neutral,0.622,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Maan Meri Jaan (Afterlife),King,70,"['desi pop', 'hindi hip hop']",Maan Meri Jaan (Afterlife),53,0.62,0.591,6,-5.21,0,0.067,0.0873,0,0.0964,0.432,95.812,186998,Neutral,0.668,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Apna Time Aayega,DIVINE,68,"['desi hip hop', 'desi trap', 'hindi hip hop']",Gully Boy (Original Motion Picture Soundtrack),51,0.766,0.618,11,-8.552,0,0.124,0.0187,0.000115,0.181,0.514,95.055,140463,Excitement,0.438,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
Let's Nacho,Nucleya,52,"['desi hip hop', 'hindi hip hop', 'indian edm', 'indian indie']",Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),50,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,215075,Excitement,0.578,"Focus, Energy Channeling, Motivation, Achievement","Fast Tempo, Complex Rhythm, Energetic Harmony, Dynamic"
WuShang Clan,Dank Rishu,36,['hindi hip hop'],WuShang Clan,50,0.703,0.736,11,-6.768,0,0.36,0.158,0,0.378,0.707,95.011,156631,Anger,0.57,"Anger Management, Tension Release, Calm Focus, Emotional Regulation","Dynamic Rhythm, Complex Harmony, High Intensity, Strong Beats"
